05California             0903             18.9086640 949570  1Web                         Director of Nursing Services                                             1211111111111121111211212112222CCCCCCCC111233A511122222121111122122222223333322222222221211111111111122111A1121112111111112AAA1222AAA1112211111222222222221221111112211111111112222211211124                                                                                                     21212222111111111121222111221C1111111111222111111122212211211111222211122    0    0  AAAAAAA2AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA11122                                                                                                     4122                                                                                                      2CCC                                                                                                     1121112                                                                                                     2122122                                                                                                                                                                                                         
05California             0910             15.3644956 958240  2Web                         School Nurse                                                             122111112112212AAAAAAAAAAAAAAAAAAAAAAAA111AA3AA11111112121111111112222222211221221222221212121111111221221A1122221111111212AAA2AA2AAA12122222222222AAAA2211121112222211222222122122122211124 bchelors degree nd RN license                                                                       2121222221211111112122222112222122121121222122222222122222211221122112111    0    0  AAAAAAA2AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA12AAA                                                                                                     AAAA                                                                                                      ACCC                                                                                                     AAAAAAA                                                                                                     AAAAAAA                                                                                                                                                                                                         
05California             0912             15.3644956 939120  2Web                         School Nurse                                                             1121111211112121111C112AAAAAAAAAAAAAAAA111343AA112221121211111111222222231113122212221212222211121222111221112221111C111212AAA2AA2AAA11122121112C22AAAA212222111222222C222222122222222212224                                                                                                     C121222222222222222C22222222222222222222222222222222222222222221222112111    0    0  AAAAAAA2AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA2AAAA                                                                                                     AAAA                                                                                                      AAAA                                                                                                     AAAAAAA                                                                                                     AAAAAAA                                                                                                                                                                                                         
05California             0917              0.9371925 941121  5Web                         Health Program Coordinator III                                           111111111111112111111111211222112111221111113A511111112121111111112211211111111111211111111111111111112111A11211111111111111111222AAA1112211111212222112211121111111111212222121212112211124 Undergrdute degree nd School Nurse Credentil                                                        2121122211122111112111211111111111111111121111212111212112211111222311111    2    2  12221222AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA12AAA                                                                                                     AAAA                                                                                                      AAAA                                                                                                     AAAAAAA                                                                                                     AAAAAAA                                                                                                                                                                                                         
05California             0938             18.9086640 950660  1Web                         District Nurse                                                           112111111112212111121221211122112111221111343AA11122111122111122122222221121311111111111113221111111212121A2212222112111212AAA2AA2AAA11122112222222122222222CC111211111122222112222222111121                                                                                                     2121222222222222222222222222222222222222221222222222222222222221222212111    0    0  AAAAAAA2AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA2AAAA                                                                                                     AAAA                                                                                                      ACCC                                                                                                     AAAAAAA                                                                                                     AAAAAAA                                                                                                                                                                                                         
05California             1030             15.3644956 934280  2Web                         School Nurse                                                             122111212111112111121121211122212111222111343AA11122112121111111122222223313321222222111232221111111212111A11211111111111211112AA2AAA1112122211111222222221221112221111222222122222222212221                                                                                                     2122222211222222222222222222222222222222222222222222222222222221222311121    0    0  AAAAAAA2AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA11122                                                                                                     2122                                                                                                      ACCC                                                                                                     AAAAAAA                                                                                                     2122221                                                                                                     School udioetrist                                                                                   
05California             1074             15.3644956 923950  2Web                         Director of Special Education                                            121111111111212AAAAAAAAAAAAAAAAAAAAAAAA111AA3AA11222122121111111111122221211111122C22211112C11111111111121AC122221111111112AAA2AA2AAA11122111112222AAAA2C11112221112221222222221222222211C2C                                                                                                     2113122121122111C1222222222222222222112222222222222222222222122222111C111    0    0  AAAAAAA2AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA12AAA                                                                                                     AAAA                                                                                                      ACCC                                                                                                     AAAAAAA                                                                                                     AAAAAAA                                                                                                                                                                                                         
05California             1076             15.3644956 933070  2Web                         Superintendent                                                           1211111111111121111111C11111111222222231111111122222112121131113112122223222322112222221222221111111111111A11211111111111111112AA2AAA2222222111212122222222221122221122222222222222222212124                                                                                                     2122222222222222222222222222222222222222222222222222222222222222221321221    0    0  AAAAAAA2AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA12AAA                                                                                                     AAAA                                                                                                      ACCC                                                                                                     AAAAAAA                                                                                                     AAAAAAA                                                                                                                                                                                                         
05California             1089             20.2191781 939620  3Web                         Superintendent                                                           1111111111111111111211211111222CCCCCCCC111343AA11122112121111122122222223333321222C22222111221111111111111A12222211111111111112AA2AAA11122CC11121222222222222222222112112222222222222222222C                                                                                                     CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC212111    C    C  CCCCCCC2AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA2AAAA                                                                                                     AAAA                                                                                                      ACCC                                                                                                     AAAAAAA                                                                                                     AAAAAAA                                                                                                                                                                                                         
05California             1124             15.3644956 935360  2Web                         District Health Coordinator                                              111111111111112111121111211122122222223111323A111111112121111112122222121111311122221111111221111111112121A1121122111211112AAA2AA2AAA1112111111212222222222222212112211112212112222221211124 Credentiled School Nurse with BS                                                                    2121222111111111112222222122222222221122221122222222222222212111222112111    0    0  AAAAAAA121122122222221222222222222222222222211122                                                                                                     3122                                                                                                      2AAA                                                                                                     AAAAAAA                                                                                                     2122121                                                                                                     CA School Nurse Credentil                                                                           
05California             1127             26.2937063 956740  4Web                         Superintendent                                                           1211111221122221111111122221221AAAAAAAA111C312111122112121111111222122223222322222222221222221111111122221A11211121111111112222AA2AAA1212221122222222222222222222222222222222222222222212124 BA lus School Certificte                                                                            2113222211211222222222222222222222222222221222222222222221221222221212222    0    0  AAAAAAA2AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA11122                                                                                                     1AAA                                                                                                      ACCC                                                                                                     AAAAAAA                                                                                                     AAAAAAA                                                                                                                                                                                                         
05California             1128             26.2937063 956740  4Web                         Nurse                                                                    111111111111112AAAAAAAAAAAAAAAA1CC11121112AA2A2111121111221111221222222212111221222222211C1121111111121111A1121111111111112AAA2AA111C11122111111222222222222111122C1112122221122222222111121                                                                                                     C1212221212222222222222222222221222222222222C2222222222222221222122122222    0    0  AAAAAAA2AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA12AAA                                                                                                     AAAA                                                                                                      ACCC                                                                                                     AAAAAAA                                                                                                     AAAAAAA                                                                                                                                                                                                         
05California             1133             15.3644956 906020  2Web                         Nurse                                                                    1111111111121121111211212111122CCCCCCCC111323A1111121121211122221112222211213211111111111111111111C1111111A212112111111111111112211111112211122212222222222222222222212212222221221111211123                                                                                                     2121222221111111111122222211211111111111121112221112222111211221222112222    0    0  AAAAAAA111111221222211222111111111111111C11112AAA                                                                                                     AAAA                                                                                                      ACCC                                                                                                     AAAAAAA                                                                                                     AAAAAAA                                                                                                                                                                                                         
06Colorado               0006             15.3644956 806210  2Web                         Director of Student Services                                             122111111121222111121121211122212111222111343AA1121111111C111112122222221313311221222112111121111111211121A2122222112211222AAA2AA2AAA1112211211222222112222222212112212122222122221111111124 BSN                                                                                                 2123222111112111112222222222222222222122221221222121222212212222221112111    4    0  21111122AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA11221 non                                                                                                 3121 Minerl Econoics                                                                                      1221 Econoics                                                                                            AAAAAAA                                                                                                     C1C2322                                                                                                                                                                                                         
06Colorado               0447             26.2937063 809280  4Web                         School Nurse                                                             112111111111212111121131211122312111223111343AA11122112121111111122222212222311222222111111121111111221121A2222222111111112AAA2AA2AAA1212211111222221222222222222122211212222222221222111121                                                                                                     2122222111112222222222222222222222222222222222222222222222222222221112222    0    0  AAAAAAA2AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA11121 I rovide services to the districts/rogrs s ssigned by the Pikes Pek BOCES                           3122                                                                                                      2CCC                                                                                                     AAAAAAA                                                                                                     2122221                                                                                                     BLS, Stte Licenced Service Provider                                                                 
06Colorado               0472             15.3644956 810670  2Web                         BOCES School Nurse                                                       222C111111CC2C2111121121211122212111222111343AA111221111C111111112222222222222122222222C2332211C111111C121A11C2C1C1CCC11112AAA2AA2AAA1C122C1C1122222222C1CCCC1111C111111112121CCCCCCC2C111C4 BSN                                                                                                 21221221222222222222222222CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC13CCCCC    0    0  AAAAAAA2AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA11221 Cooertive                                                                                           3122                                                                                                      2AAA                                                                                                     AAAAAAA                                                                                                     C1C2321                                                                                                     Col. Det of Eduction Relted Services License/Certificte                                             
06Colorado               0791             26.2937063 807370  4Web                         Secretary                                                                12111111111111111111113CCCCCCCCCCCCCCCC111343AA12222111111111111122222221C111111111111111111111111111C11CC11121111111111111111CCCCCCC1C1CCCC11C1111CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC                                                                                                     CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC111111111CCCCCCCCCCCCCCCCCC221111C111    1    1  12222221CCCCCC11CC1C1CCCC11111CCCCCCCCCCCCCCCC122                                                                                                     1AAA                                                                                                      ACCC                                                                                                     AAAAAAA                                                                                                     AAAAAAA                                                                                                                                                                                                         
06Colorado               0895             15.3644956 810670  2Web                         School Nurse                                                             122111111111122111121121211122212111222111343AA11222112121111122112222211111311122212221111111111111112121A2112221111111112AAA2AA2AAA1112211111222221222211111212111211112222111221111111121                                                                                                     2122222211122111112222222222222212111112111111222111221112211221222111111    0    0  AAAAAAA2AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA11122                                                                                                     2122                                                                                                      AAAA                                                                                                     AAAAAAA                                                                                                     1122222                                                                                                                                                                                                         
06Colorado               1041             15.3644956 810670  2Web                         School Nurse                                                             222122121112122111121121211122212111222111343AA11222111111111C11122222221212311122211111222221221111221122721222222AAA11112AAA2AA2AAA1112121111212222222222221112211112222222122222222211123                                                                                                     1121222211122212222222222222222221122211221122222222222222211121222312112    0    0  AAAAAAA2AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA2AAAA                                                                                                     AAAA                                                                                                      AAAA                                                                                                     AAAAAAA                                                                                                     AAAAAAA                                                                                                                                                                                                         
06Colorado               0007             15.3644956 800300  2Web                         Director of Special Services                                             122111111111212111121121211122212111222111343AA11111111111111122112222213311321112222111212221111111212121A2122221112211222AAA2AA2AAA1112211211122222222222222212222222222222122222122211124                                                                                                     2123222222222222222222222222222222222222222222222222222212222222221311111    0    0  AAAAAAA2AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA11221 non                                                                                                 4122                                                                                                      2CCC                                                                                                     2212222                                                                                                     2121321                                                                                                     AHA CPR  First Aid Instructor                                                                       
07Connecticut            0031             20.2191781 064470  3Web                         School Nurse                                                             1C111111111112211112113AAAAAAAAAAAAAAAA112143AA222221121211211221222222222222212222222212122211111111211228A221111111111112AAA2AA2AAA11122111112222AAAA22C22C1111122221111222112222222211124 RN                                                                                                  2122222121222111112222222222222222222222221111222112222222222221222311111    0    0  AAAAAAA122222222121222222222222222222222222211122                                                                                                     3121 helth sciences                                                                                       2CCC                                                                                                     AAAAAAA                                                                                                     2122222                                                                                                                                                                                                         
07Connecticut            0118             15.3644956 066040  2Web                         Nursing Supervisor                                                       111111111112222111111121111112222111222112343AA11222122122112212122222222211121121112211212121111111222121A2122222112211222AAA2AA2AAA1212221222222222222222212111222211112222112222222222224 Connecticut Nursing License                                                                         2122222211111112112222222212222222221222221222222122222222221221222312222   11   11  22222212AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA11122                                                                                                     2122                                                                                                      ACCC                                                                                                     AAAAAAA                                                                                                     2122222                                                                                                                                                                                                         
07Connecticut            0214             20.2191781 064470  3Web                         Director of Student Services                                             11C11111111C11C1111111CCCCCCC2CCCCCCCCCCCC113A511122111111111111122222221111312222222211111221111111111121AC121112112211222AAA2AA2AAA1212212211122222221122212111221111222222112222222211124                                                                                                     2122222211222222122222222222222222222222222222222222222222222221122312111    0    0  AAAAAAA2AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA11122                                                                                                     4122                                                                                                      2CCC                                                                                                     2222221 ngeent                                                                                              2122222                                                                                                                                                                                                         
07Connecticut            0326             20.2191781 065240  3Web                         Guidance Counselor                                                       1111111111111121111111112111121AAAAAAAA112123A111222111111111122221122221121312222212221211121111111111121A1121111111111112AAA2AA2AAA1112211111222222221111111111112211111212112222222211114                                                                                                     21222221111111111122222221111111111111111111112121C2222221211111222111111    0    0  AAAAAAA121222222222222222222222222222222222212AAA                                                                                                     AAAA                                                                                                      ACCC                                                                                                     AAAAAAA                                                                                                     AAAAAAA                                                                                                                                                                                                         
07Connecticut            0744             18.9086640 064090  1Web                         Lead Nurse                                                               111111111112222111121111211222212111123112113A111122112122111122122222221111321122C122111222111111C1C12121A1121111111111112AAA2AA2AAA111221111221222222222222211121211111121211122C211111121                                                                                                     212321212112211222222C222222222222222222222222222222222222221221CCC112222    0    0  AAAAAAA2AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA11122                                                                                                     3122                                                                                                      1CCC                                                                                                     AAAAAAA                                                                                                     C1C13C2                                                                                                                                                                                                         
07Connecticut            0864             20.2191781 064470  3Web                         School Nurse                                                             111111111112212AAAAAAAA1211122112111221112AA3AACCCCC1111111111C2122222221121211122212221212121111111111121A2121111111211122AAA2AA2AAA1112211111222222221111C1111121221111121211221C221111114 nursing dilo                                                                                        2122222222222222222222222222222222222222222222222222222222222221222111111    C    C  CCCCCCC2AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA2AAAA                                                                                                     AAAA                                                                                                      ACCC                                                                                                     AAAAAAA                                                                                                     AAAAAAA                                                                                                                                                                                                         
07Connecticut            0974             18.9086640 067160  1Web                         Nursing Supervisor                                                       1111121111112111111111112111C2112111121112213A51C122112121111111122222221333311122221211212221111C11212121A2121112111111112AAA2AA2AAA1112211C11212212221111111111111111111211111111111111124                                                                                                     212312212121122222222222222222222222222222122222222222222221222122231C122    0    0  AAAAAAA2AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA11122                                                                                                     3122                                                                                                      2CCC                                                                                                     AAAAAAA                                                                                                     2121312                                                                                                                                                                                                         
07Connecticut            1119             18.9086640 064090  1Web                         Nurse                                                                    121111111122212111111121211112212111222112213A111112111111111111122222222222211222222221211221111111111121A2112222111111112AAA2AA2AAA1112211111222222222222222222222222212222122222222211121                                                                                                     2112122221222222222222222222222222222222222222222222222222221221222112222    0    0  AAAAAAA2AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA12AAA                                                                                                     AAAA                                                                                                      ACCC                                                                                                     AAAAAAA                                                                                                     AAAAAAA                                                                                                                                                                                                         
07Connecticut            1152             18.9086640 067160  1Web                         Head Nurse                                                               12111111111122211111111121111211211122111C343AA1122211C1C1111122112222222212312222212121CCCCC11111111121228A1C1222111111112AAA2AA2AAA1112211121222222222222222112212212222222222222CCCC11124                                                                                                     C122222C11222112112222222222222211121122222222222222222222222221222312111    C    C  CCCCCCCC22221222122222222222222C22222222212211122                                                                                                     C122                                                                                                      CCCC                                                                                                     CCCCCCC                                                                                                     2122322                                                                                                                                                                                                         
08Delaware               1023             26.2937063 199470  4Web                         School Nurse                                                             111111111111212AAAAAAAAAAAAAAAA12111222112AA12111222112121121122112222211111121121211111112121111111112121A1112222111111112AAA2AA2AAA1112211111212211111111111111111111111111111111111111114                                                                                                     2121111122222111111222111111111111111111111111111111111111111111222212221    1    1  11112212AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA1C122                                                                                                     4122                                                                                                      2CCC                                                                                                     1222222                                                                                                     2121122                                                                                                                                                                                                         
10Florida                0070             15.3644956 324560  2Web                         School Health Coordinator, RN                                            1C211111C112112111121111211122112111221112343AA1112211212111111112212212311131111121211121112111111111C111AC1CCCCC111111111111111CCCC111211111111212222CCCCCCC11111222211121111C1C1111111121                                                                                                     2123222121222222222222222222222222222222222222222222222222222221212111111    0    0  AAAAAAA2AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA11212                                                                                                     2122                                                                                                      ACCC                                                                                                     AAAAAAA                                                                                                     2122222                                                                                                                                                                                                         
10Florida                0122              0.9371925 333011  5Web                         Director                                                                 121111111112112111121121211122212111222112343AA11111111111111111112212121111111111111111111111111111111111A1121111111111112AAA1112AAA1112111111222222221111111111111111111112111111111111121                                                                                                     1122222111111111112222211111111111111121111111212111211221111111211111111    3    0  11221212AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA11122                                                                                                     4111 FNP   SNP ARNP                                                                                       1CCC                                                                                                     1121211 School Helth Prctitioner                                                                            CC1C111                                                                                                     Fily NP  School Nurse NP                                                                            
10Florida                0645              1.0027504 331321  5Web                         Director, Comprehensive Health Services                                  121111111111122111121111211122112111221112113AC1111211212111112211111121111111111111111111111111111C111111A1112111111111112AAA1112AAA1112111111122211221121111111111111122111111111111111114                                                                                                     212222212112212221222222222221121C222122111222221122222222211112211121111  157  157  21221122AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA11122                                                                                                     4121 socil work nd ublic helth                                                                            1CCC                                                                                                     2122222                                                                                                     C1C2222                                                                                                                                                                                                         
10Florida                0434             15.3644956 324560  2Web                         School Health Nurse                                                      122111111112122111121111211122212111222112343AA1112211212111112212222212111C1111122111111111111111111121127222222C112111C111C11C1CCCC11122111112121112211111111CC111CC1122112112121CCCC11121                                                                                                     C12222211111211221112122221112221111222222122222222222C22121111CC1C111111    0    0  AAAAAAA2AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA11212                                                                                                     2122                                                                                                      ACCC                                                                                                     AAAAAAA                                                                                                     C1C222C                                                                                                                                                                                                         
10Florida                0931             15.3644956 329600  2Web                         Health Services Coordinator                                              122111111112112111121111211122112111222112343AA11122112121111111122222222222211221122111111221111111112111A11222211122111211221122AAA1112211111211122221111111112212212222212121122221111121                                                                                                     1122222111121111222222222112222222112122222222222122222222212112122112112    0    0  AAAAAAA2AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA11122                                                                                                     2122                                                                                                      ACCC                                                                                                     AAAAAAA                                                                                                     2122222                                                                                                                                                                                                         
10Florida                0753             15.3644956 347440  2Web                         Supervisor of Health Services                                            122111112111112111121121211122212111222112343AA11111112121121122112212221211321122122211111111111111211111A1122221111211122AAA1122AAA1112111111222222222222221112122211112212111122222111123                                                                                                     1122222111122211112222222112222122121222111121212111222221111111112311111    0    0  AAAAAAA122121122222221222211112222222221211211122                                                                                                     4122                                                                                                      2CCC                                                                                                     1222222                                                                                                     21122C1                                                                                                     CEN                                                                                                 
10Florida                0761              0.9371925 334061  5Web                         Health Services                                                          1221111111121221111211112111221C2111221112343AA11122112121111111122222121111111111111111111111CCCCCCCC1111A21222221111111111111112AAA1112111111211112221111111111112211222212111121122111124 LPN                                                                                                 1121222111111111112111112122222212122212222222222221122122221222211111111    1    1  12222212AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA11CCC                                                                                                     5111                                                                                                      2CCC                                                                                                     2222112                                                                                                     2122122                                                                                                                                                                                                         
11Georgia                0147             26.2937063 304530  4Web                         School Nurse                                                             112111111111212111111121111112211111122222343AA122221121211211C22111221212212111111122211212211111111211228A222222111111112AAA2AA2AAA1112211111112111222111111111111111111111111111111111111                                                                                                     12121221112222222222222222222222222222222222222222222C2222C22221122212222    0    0  AAAAAAA11111C111111111111111111112111111111111122                                                                                                     2122                                                                                                      AAAA                                                                                                     AAAAAAA                                                                                                     1221221                                                                                                     CNA,Phlebotoist,HHN,CPR instructor                                                                  
