05California                  0640              25.0666667  959570     4                       Web                                                                                       SHPPS                                                                  MMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMM                                                                                                     MM                                                                                                     MM                                                                                                     MMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMM2AAAAAAAA                                                                                                     AAAAAA                                                                                                     AAAAAA                                                                                                     A 
05California                  0642              25.0666667  930660     4Web                    Web                    Mesa Union                                                         Mesa Union                                                             11111122222222222222222222222111111                                                                                                     22                                                                                                     14                                                                                                     3222A2222222222222222C22222222222222222222222222222221222212222222222222C2C2222C222222222222111122221 rt                                                                                                  2AAAAA                                                                                                     122212                                                                                                     2 
05California                  0669              19.4428070  950700     1Web                    Web                    Assistant Superintendent/Educational Services                      Assistant Superintendent/Educational Services                          11111122222222222222222222222112112                                                                                                     12                                                                                                     13 Does not ly                                                                                         22222222222121122122211222222222222221211112222222111122221222C22222222222222222222221111122111122212                                                                                                     122212                                                                                                     122212                                                                                                     2 
05California                  0670              14.7568601  925530     2Web                    Web                    Director, Student Services                                         Director, Student Services                                             111111222222CCCCC212222121221222222                                                                                                     12                                                                                                     1C                                                                                                     2C2111221111111111212112CCC112C1CC11C121121111111111111122122222221211122211211222221122212212AAAAAAA                                                                                                     AAAAAA                                                                                                     AAAAAA                                                                                                     A 
05California                  0181              25.0666667  936020     4Web                    Web                    Special Education Director                                         Special Education Director                                             11111112222233333211222221111111114                                                                                                     22                                                                                                     14                                                                                                     222222222222222222222222222222222222222222222222222221221212222222222222222222222222112211222AAAAAAAA                                                                                                     AAAAAA                                                                                                     AAAAAA                                                                                                     A 
05California                  0736              14.7568601  930330     2                       Web                                                                                       Assistant Superintendent of Pupil Services                             MMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMM                                                                                                     MM                                                                                                     MM                                                                                                     MMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMM2AAAAAAAA                                                                                                     AAAAAA                                                                                                     AAAAAA                                                                                                     A 
05California                  0757              14.7568601  960070     2                       Web                                                                                       SHPPS                                                                  MMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMM                                                                                                     MM                                                                                                     MM                                                                                                     MMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMM2AAAAAAAA                                                                                                     AAAAAA                                                                                                     AAAAAA                                                                                                     A 
05California                  0758              18.3354037  939620     3Web                    Web                    Resource Teacher                                                   Superintendent/ Principal                                              C11CCCCCCCCC332332212222222212CCCC3 no counselor                                                                                        22                                                                                                     1C                                                                                                     CC2CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC1112111122221222222CCCC11CCCCCCCCCCCCCCCCCCCCC111122212                                                                                                     2AAAAA                                                                                                     122221 Curriculu  Instruction                                                                              2 
05California                  0762              14.7568601  922620     2Paper (CMS UserID: 10) Paper (CMS UserID: 10) Director Student Services                                          Director Student Services                                              CCCCCCCCCCCC11113111122111121211122                                                                                                     12                                                                                                     14                                                                                                     212222111111211121111111111111211221211111111122121111211212222222111212222221221212121111222AAAAAAAA                                                                                                     AAAAAA                                                                                                     AAAAAA                                                                                                     A 
05California                  0784              25.0666667  959570     4Web                    Web                    Executive Administrative Assistant                                 Executive Administrative Assistant                                     11111122222233133222222222221CCCCC3 BA                                                                                                  2C                                                                                                     CC                                                                                                     CC22211111111111111111C11111111111111111111111111111111111122CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC12AAAAAAA                                                                                                     AAAAAA                                                                                                     AAAAAA                                                                                                     A 
05California                  0785              25.0666667  936020     4Web                    Web                    Superintendent/Principal                                           Superintendent/Principal                                               C11C1222222133333CCCCCCCCCCC111CCCC                                                                                                     CC                                                                                                     CC                                                                                                     CCCCACCCCCCCCC11CC11111CCCCC11CCCCCCCCC1111CC111CC111C1CCCCCC22221CCCCCCCCCCCCCCCCCCCCC1111C12AAAAAAA                                                                                                     AAAAAA                                                                                                     AAAAAA                                                                                                     A 
05California                  0798              14.7568601  932470     2Web                                           Migrant Advisor/ Records Clerk                                                                                                            11111122222111111111222211121111111                                                                                                     11                                                                                                     11                                                                                                     2222A121222212221122122222211122222222222222212222211112221222222111111111111111111111111111MMMMMMMMM                                                                                                     MMMMMM                                                                                                     MMMMMM                                                                                                     M 
05California                  0808              14.7568601  932470     2Web                    Web                    School Psychologist                                                School Psychologist                                                    22122122222222222221222221222121124                                                                                                     12                                                                                                     14                                                                                                     222222222122211222222112222211222211211111121122221112AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA111122212                                                                                                     122212                                                                                                     122212                                                                                                     2 
05California                  0855              19.4428070  920650     1Web                    Web                    Pupil Services Director                                            Pupil Services Director                                                111111222122C22112C1222222221112114                                                                                                     11                                                                                                     14                                                                                                     222222222221111111111C12222111222221211111111111121112AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA111122211 dinistrtion                                                                                         112212                                                                                                     122212                                                                                                     2 
05California                  0881              19.4428070  954050     1Web                    Web                    Program Manager Special Education                                  Program Manager Special Education                                      11111112222212211221222121222112114                                                                                                     25                                                                                                     14                                                                                                     222AA22222222212222221122222122222212121111C21122A211121111212222222222222222222212221222222111122211 English  Art                                                                                        2AAAAA                                                                                                     122211 Secil Eduction                                                                                      2 
05California                  0910              14.7568601  958240     2Web                    Web                    Director II                                                        Student & Family, Coordinator II                                       21111112211211111111111112121121112                                                                                                     22                                                                                                     22                                                                                                     21AAA22222212112211221122221122122112111111111221A1122AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA111121222                                                                                                     2AAAAA                                                                                                     122112                                                                                                     1 
05California                  0912              14.7568601  939120     2                       Web                                                                                       Director of Pupil Personnel Services                                   MMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMM                                                                                                     MM                                                                                                     MM                                                                                                     MMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMM2AAAAAAAA                                                                                                     AAAAAA                                                                                                     AAAAAA                                                                                                     A 
05California                  0917               0.9371925  941121     5Web                    Web                    Program Administrator                                              Program Administrator                                                  21222122211112211221112121112121112                                                                                                     12                                                                                                     12                                                                                                     12222222111111121111111122111121222221212211111111111111121222222111111112111121122111111111111121222                                                                                                     122221 Child Develoent                                                                                     122112                                                                                                     1 
05California                  0938              19.4428070  950660     1Web                    Web                    Director of Student Services                                       Director of Student Services                                           11111122221211122211122121121112112                                                                                                     12                                                                                                     14                                                                                                     C12222222222222222222222222222222222112222122222221111222221222212211111211111121122112212122AAAAAAAA                                                                                                     AAAAAA                                                                                                     AAAAAA                                                                                                     A 
05California                  1030              14.7568601  934280     2Web                    Web                    Superintendent Administrator Assistant                             Director-Special Education                                             11122122222212113211122121211112223 Credentil                                                                                           15                                                                                                     14                                                                                                     222221222222111111211222221222222C11122112121111222212AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA111122212                                                                                                     2AAAAA                                                                                                     122212                                                                                                     2 
05California                  1074              14.7568601  923950     2Web                    Web                    Director of Fiscal Services                                        Director of Fiscal Services                                            11111112122211111112111111121222211                                                                                                     15                                                                                                     14                                                                                                     22AAA12122222211222111122221212211111111111111111A11112211122221122222222221112212221121112112AAAAAAA                                                                                                     AAAAAA                                                                                                     AAAAAA                                                                                                     A 
05California                  1076              14.7568601  933070     2Web                    Web                    Resource Teacher                                                   Resource Teacher                                                       11121212222233333221222221221222223 sters with rorite credentil                                                                         14 sters with rorite credentil                                                                         14                                                                                                     22222122222121112222111222222222222221222222112222111122121222222211111122111122111211111121111122212                                                                                                     2AAAAA                                                                                                     122212                                                                                                     2 
05California                  1089              18.3354037  939620     3Web                    Web                    Superintendent                                                     Superintendent                                                         21222122222233333222222222222222224                                                                                                     24 Licensed                                                                                            1C                                                                                                     CC22C222C222222222222222222222222222222222222212221212AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA2AAAAAAAA                                                                                                     AAAAAA                                                                                                     AAAAAA                                                                                                     A 
05California                  1124              14.7568601  935360     2Web                    Web                    Director Student Support Services                                  Director Student Support Services                                      21121122222232213222222222222221222                                                                                                     12                                                                                                     14                                                                                                     2222C22222222212221111122222222222212122C122211112111122211222222222221222222222222221222222111122221 Philosohy                                                                                           2AAAAA                                                                                                     121221 Philosohy                                                                                           1 
05California                  1127              25.0666667  956740     4Web                                           Superintendent                                                                                                                            11112122221132211111221111121112122                                                                                                     25                                                                                                     24                                                                                                     2222A122111111112211111122111122111111111212111112111122221222222221111222211122111111111112MMMMMMMMM                                                                                                     MMMMMM                                                                                                     MMMMMM                                                                                                     M 
05California                  1128              25.0666667  956740     4Web                    Web                    Teacher                                                            coor                                                                   11111111112211111111112111111111123 credentil                                                                                           12                                                                                                     12                                                                                                     12AA21222111111121111212121221212211111111111111111111221212212121111111211111111111111111222AAAAAAAA                                                                                                     AAAAAA                                                                                                     AAAAAA                                                                                                     A 
05California                  1133              14.7568601  906020     2Web                    N/A                    Director of Special Education and Pupil Services                   Director of Special Education and Pupil Services                       2112112222211221121111C2212211111C3 Cliforni Puil Personnel Services Credentil                                                          14 CA School Psychologist Credentil                                                                    14                                                                                                     2222222222211112221111122221222222122C21112221121221111122121222221211122222222222112C221122CCCCCCCCC                                                                                                     CCCCCC                                                                                                     CCCCCC                                                                                                     C 
05California                  1149              25.0666667  959570     4Web                    Web                    Superintendent                                                     Superintendent                                                         11121212222233333212222222221222223 no counselors in district                                                                           24 no sychs                                                                                            23 no socil workers                                                                                    2222A222222222222222222222222222222222222222221112111122221222222222222222211222222222222222111122221 French                                                                                              2AAAAA                                                                                                     122212                                                                                                     2 
06Colorado                    0006              14.7568601  806210     2Web                    Web                    Director of Student Services                                       Director of Student Services                                           21111112212211111111112121122111222                                                                                                     14 Ed.S. (Eduction Secilist)                                                                           13 We don't hve socil workers                                                                          1222222222212112221111122221122222111121122211111112111112111222221111121111111211111111111111C121222                                                                                                     122221 Sociology                                                                                           121222                                                                                                     1 
06Colorado                    0140              25.0666667  809280     4Web                    N/A                    Book Keeper                                                        Book Keeper                                                            22222122222211112121112121122222222                                                                                                     12                                                                                                     12                                                                                                     212222222222221222111222222222222222222222222222222222AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAACCCCCCCCC                                                                                                     CCCCCC                                                                                                     CCCCCC                                                                                                     C 
06Colorado                    0385              25.0666667  807370     4Web                    Web                    Counselor                                                          Counselor                                                              11111111122211113211122121222112222                                                                                                     12                                                                                                     12                                                                                                     112221222221211222222122222222222222112221222212121212AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA12AAAAAAA                                                                                                     AAAAAA                                                                                                     AAAAAA                                                                                                     A 
06Colorado                    0447              25.0666667  809280     4Web                    N/A                    Professional School Counselor                                      Professional School Counselor                                          21111112122121211221111111121221222                                                                                                     14 This osition is hired out fro our locl BOCES.  I don't know the requireents.                        13 We do not hve one.                                                                                  222222122221111111212221222111222222212211222222221112AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAACCCCCCCCC                                                                                                     CCCCCC                                                                                                     CCCCCC                                                                                                     C 
06Colorado                    0472              14.7568601  810670     2N/A                    Web                    School Psychologist                                                School Counselor                                                       CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC                                                                                                     CC                                                                                                     CC                                                                                                     CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC111122221 Mthetics                                                                                            122221 Physicl Eduction                                                                                    112222                                                                                                     2 
06Colorado                    0646              25.0666667  809280     4Web                    Web                    Counselor                                                          Counselor                                                              11111112222211111211112111121111112                                                                                                     12                                                                                                     11                                                                                                     112221111111C111111111112121112C2121111111211211CC1111C111121121111111112111112C1211C1111121111C12222                                                                                                     112212                                                                                                     112222                                                                                                     1 
06Colorado                    0791              25.0666667  807370     4Web                    Web                    Secretary                                                          Superintendent                                                         11111122222211111211222211111111111                                                                                                     25                                                                                                     24                                                                                                     222222222222222222222222222222222222222222222211111111221112222221221122222222221222212222122AAAAAAAA                                                                                                     AAAAAA                                                                                                     AAAAAA                                                                                                     A 
06Colorado                    0895              14.7568601  810670     2Web                    Web                    Superintendent                                                     Superintendent                                                         21111222222122223222222222222222221                                                                                                     13                                                                                                     14                                                                                                     322222222222221222222222222222222222222222222212121112AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA2AAAAAAAA                                                                                                     AAAAAA                                                                                                     AAAAAA                                                                                                     A 
06Colorado                    1041              14.7568601  810670     2Web                    Web                    Counselor                                                          Crisis Coordinator                                                     111211222222333332222222222222222C2                                                                                                     13                                                                                                     1C                                                                                                     C22221221111211221222222222222222222222222221121221221211212222222222222222222222222222222222AAAAAAAA                                                                                                     AAAAAA                                                                                                     AAAAAA                                                                                                     A 
06Colorado                    0007              14.7568601  800300     2Web                    Web                    Director of Special Services                                       Director of Special Services                                           11121112212222212221122221211211122                                                                                                     14 Ed.S.                                                                                               12                                                                                                     12222222222122122221111222212222211112222222112212111111121222122222111122211122111112111122111121222                                                                                                     2AAAAA                                                                                                     121222                                                                                                     2 
07Connecticut                 0031              18.3354037  064470     3Web                    Web                    School Social Worker                                               Superintendent of Schools                                              11111121122211111211112111121111122                                                                                                     13                                                                                                     12                                                                                                     122AA121212CC1122C11111121211121121121111111111C1A11112111112CC1CC111111C1C11121211C1111111112AAAAAAA                                                                                                     AAAAAA                                                                                                     AAAAAA                                                                                                     A 
07Connecticut                 0118              14.7568601  066040     2Web                    Web                    Director of Social Work                                            Director of Social Work                                                22222122212211211111112111222112222                                                                                                     12                                                                                                     12                                                                                                     11222222122122122211211222211111121221111111111111212111111222122211111121111112112221111121111121222                                                                                                     2AAAAA                                                                                                     122122                                                                                                     1 
07Connecticut                 0214              18.3354037  064470     3Web                    Web                    Director of Student Services                                       Director of Student Services                                           11111122222211111111112111121111123 SDE certifiction                                                                                    24 SDE certifiction                                                                                    13 SDE certifiction                                                                                    1222C1222221211122111111212111222221111111111111121111222212212122211111222111221222111111111C1122111 Adinistrtion                                                                                        121222                                                                                                     122212                                                                                                     2 
07Connecticut                 0316              18.3354037  060880     3                       Web                                                                                       Queen                                                                  MMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMM                                                                                                     MM                                                                                                     MM                                                                                                     MMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMM2AAAAAAAA                                                                                                     AAAAAA                                                                                                     AAAAAA                                                                                                     A 
07Connecticut                 0326              18.3354037  065240     3Web                    Web                    Guidance Counselor                                                 Guidance Counselor                                                     11111122222211213221112111221111222                                                                                                     12                                                                                                     12                                                                                                     1222A2222222221222121222222222222222212222222212221222AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA2AAAAAAAA                                                                                                     AAAAAA                                                                                                     AAAAAA                                                                                                     A 
07Connecticut                 0744              19.4428070  064090     1                       Web                                                                                       Director of Curriculum, Instruction & Assessment                       MMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMM                                                                                                     MM                                                                                                     MM                                                                                                     MMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMM2AAAAAAAA                                                                                                     AAAAAA                                                                                                     AAAAAA                                                                                                     A 
07Connecticut                 0756              18.3354037  065240     3                       Web                                                                                       Mrs.                                                                   MMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMM                                                                                                     MM                                                                                                     MM                                                                                                     MMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMM2AAAAAAAA                                                                                                     AAAAAA                                                                                                     AAAAAA                                                                                                     A 
