Date, Title, Note, Hyperlink, Espanol, NIOSH Number, NTIS Number, Other Number, Category
Sep 2011,"Reverse Implementation of Radio Frequency Identification (RFID) Technology for Personnel Tracking in Underground Mines","",https://www.cdc.gov/niosh/mining/works/coversheet310.html,,2011-209,,TN 543,Mining
Sep 2011,"Preventing Worker Deaths from Trench Cave-ins","Supersedes 2011-180",https://www.cdc.gov/niosh/docs/wp-solutions/2011-208/,https://www.cdc.gov/spanish/niosh/docs/wp-solutions/2011-208_sp/,2011-208,PB2012-100-249,,Workplace Solutions
Sep 2011,"Approaches to Safe Nanotechnology: Document Provides Guidance to Protect Nanotechnology Workers","",https://www.cdc.gov/niosh/docs/2011-206/,,2011-206,,,Impact
Sep 2011,"Nail Gun Safety: A Guide for Construction Contractors","",https://www.cdc.gov/niosh/docs/2011-202/,https://www.cdc.gov/spanish/niosh/docs/2011-202_sp/,2011-202,PB2011-115-005,,
Aug 2011,"A Real-Time Monitor to Prevent Coal Dust Explosion Hazards in the Mining Industry","",https://www.cdc.gov/niosh/docs/2011-205/,,2011-205,,,Impact
Aug 2011,"Radio 101: Operating Two-Way Radios Every Day and in Emergencies","",https://www.cdc.gov/niosh/mining/works/coversheet522.html,,2011-203,,RI 9686,Mining
Aug 2011,"Summary of the Making Green Jobs Safe Workshop","",https://www.cdc.gov/niosh/docs/2011-201/,,2011-201,PB2011-114-184,,
Aug 2011,"Effects of Skin Contact with Chemicals: Guidance for Occupational Health Professionals and Employers","",https://www.cdc.gov/niosh/docs/2011-200/,https://www.cdc.gov/spanish/niosh/docs/2011-200_sp/,2011-200,,,
Aug 2011,"Effects of Skin Contact with Chemicals: What a Worker Should Know","",https://www.cdc.gov/niosh/docs/2011-199/,https://www.cdc.gov/spanish/niosh/docs/2011-199_sp/,2011-199,PB2012-100-229,,
Aug 2011,"NIOSH Guideline: Application of Digital Radiography for the Detection and Classification of Pneumoconiosis","",https://www.cdc.gov/niosh/docs/2011-198/,,2011-198,,,
Aug 2011,"NIOSH-funded Program Partners with Chiefs of Police to Reduce Traumatic Injuries Among New Jersey School Crossing Guards","",https://www.cdc.gov/niosh/docs/2011-193/,,2011-193,,,Impact
Aug 2011,"NIOSH Light-Emitting Diode (LED) Cap Lamp Improves Illumination and Decreases Injury Risk for Underground Miners","",https://www.cdc.gov/niosh/docs/2011-192/,,2011-192,,,Impact
Aug 2011,"NIOSH Continues Research to Improve Safety for Ambulance Service Workers and EMS Responders","",https://www.cdc.gov/niosh/docs/2011-190/,,2011-190,,,Impact
Aug 2011,"NIOSH List of Hazardous Drugs in Healthcare Settings Allows Healthcare Workers to Minimize Exposure and Reduce Health Risks","",https://www.cdc.gov/niosh/docs/2011-189/,,2011-189,,,Impact
Aug 2011,"Improved Safety for Truck Drivers: Designing Safer Cabs Based on Driver Body Dimensions","",https://www.cdc.gov/niosh/docs/2011-188/,,2011-188,,,Impact
Aug 2011,"Are You a Teen Worker?","Superseded by <a href=/niosh/docs/2012-130/>2012-130</a>",https://www.cdc.gov/niosh/docs/2011-184/,,2011-184,PB2012-100-228,,
Aug 2011,"When Do You Take Refuge? Decisionmaking During Mine Emergency Escape Instructor&#39;s Guide and Lesson Plans","",https://www.cdc.gov/niosh/mining/works/coversheet1556.html,,2011-177,PB2012-101-998,RI 9682,Mining
Jul 2011,"First Periodic Review of Scientific and Medical Evidence Related to Cancer for the World Trade Center Health Program","",https://www.cdc.gov/niosh/docs/2011-197/,,2011-197,,,
Jul 2011,"Man Mountain&#39;s Refuge: Refuge Chamber Training Instructor&#39;s Guide and Trainee&#39;s Problem Book","",https://www.cdc.gov/niosh/mining/works/coversheet1679.html,,2011-195,PB2011-113-452,RI 9685,Mining
Jul 2011,"Safety and Health among Hotel Cleaners","Superseded by <a href=/niosh/docs/2012-151/>2012-151</a>",,,2011-194,,,
Jul 2011,"Practical Demonstrations of Ergonomic Principles","",https://www.cdc.gov/niosh/mining/works/coversheet1237.html,,2011-191,PB2011-114-183,RI 9684,Mining
Jun 2011,"Field Use Round Determinate Panel Test System","",https://www.cdc.gov/niosh/mining/works/coversheet1261.html,,2011-187,,TN 542,Mining
Jun 2011,"Field-Use Early-Strength Shotcrete Test System","",https://www.cdc.gov/niosh/mining/works/coversheet1670.html,,2011-186,,TN 541,Mining
Jun 2011,"Field-Expedient Shotcrete Adhesion Test System","",https://www.cdc.gov/niosh/mining/works/coversheet1351.html,,2011-185,,TN 540,Mining
Jun 2011,"NIOSH Fact Sheet: What&#39;s Special about CBRN Self-contained Breathing Apparatus (SCBA)?","",https://www.cdc.gov/niosh/docs/2011-183/,,2011-183,,,Fact Sheet
Jun 2011,"NIOSH-funded Program Contributes to a New Massachusetts Law to Protect the Health and Safety of Floor Finishing Workers","",https://www.cdc.gov/niosh/docs/2011-181/,,2011-181,,,Impact
Jun 2011,"Preventing Worker Deaths from Trench Cave-ins","Superseded by <a href=/niosh/docs/wp-solutions/2011-208/>2011-208</a>",https://www.cdc.gov/niosh/docs/2011-180/,https://www.cdc.gov/spanish/niosh/docs/wp-solutions/2011-208_sp/,2011-180,PB2011-110-823,,Workplace Solutions
Jun 2011,"Recommendations for Refuge Chamber Operations Training","",https://www.cdc.gov/niosh/mining/works/coversheet271.html,,2011-178,PB2011-113-429,RI 9683,Mining
Jun 2011,"Demands on the Knee During Kneeling and Squatting Activities Common to Low-seam Mining","",https://www.cdc.gov/niosh/mining/works/coversheet1227.html,,2011-176,PB2011-114-182,RI 9681,Mining
May 2011,"NIOSH Fact Sheet: NIOSH Approval Labels - Key Information to Protect Yourself","",https://www.cdc.gov/niosh/docs/2011-179/,,2011-179,,,Fact Sheet
May 2011,"Deepwater Horizon Roster Summary Report","",https://www.cdc.gov/niosh/docs/2011-175/,,2011-175,,,
May 2011,"OSHA-NIOSH INFOSHEET: Protecting Workers from Heat Illness","",https://www.cdc.gov/niosh/docs/2011-174/,https://www.cdc.gov/spanish/niosh/docs/2011-174_sp/,2011-174,,,
May 2011,"Pillar and Roof Span Design Guidelines for Underground Stone Mines","",https://www.cdc.gov/niosh/mining/works/coversheet1355.html,,2011-171,,IC 9526,Mining
Apr 2011,"A Cancer Registrar&#39;s Guide to Collecting Industry and Occupation","",https://www.cdc.gov/niosh/docs/2011-173/,,2011-173,PB2011-110-822,,
Apr 2011,"Current Intelligence Bulletin 64: Coal Mine Dust Exposures and Associated Health Outcomes - A Review of Information Published Since 1995","",https://www.cdc.gov/niosh/docs/2011-172/,,2011-172,PB2011-109-661,,CIB
Apr 2011,"Current Intelligence Bulletin 63: Occupational Exposure to Titanium Dioxide","",https://www.cdc.gov/niosh/docs/2011-160/,,2011-160,PB2011-108-680,,CIB
Apr 2011,"NIOSH Bibliography of Communication and Research Products 2010","",https://www.cdc.gov/niosh/docs/2011-158/,,2011-158,PB2011-108-679,,
Apr 2011,"Using Lockout and Tagout Procedures to Prevent Injury and Death during Machine Maintenance","",https://www.cdc.gov/niosh/docs/wp-solutions/2011-156/,https://www.cdc.gov/spanish/niosh/docs/wp-solutions/2011-156_sp/,2011-156,PB2011-111-403,,Workplace Solutions
Apr 2011,"NIOSH Skin Notation (SK) Profiles: 1,3-Dichloropropene (1,3-D)","",https://www.cdc.gov/niosh/docs/2011-155/,,2011-155,,,
Apr 2011,"NIOSH Skin Notation Profiles: p-Phenylene Diamine (PPD)","",https://www.cdc.gov/niosh/docs/2011-154/,,2011-154,,,
Apr 2011,"NIOSH Skin Notation Profiles: 2-Ethoxyethanol (EE)","",https://www.cdc.gov/niosh/docs/2011-153/,,2011-153,,,
Apr 2011,"NIOSH Skin Notation Profiles: 2-Butoxyethanol (BE)","",https://www.cdc.gov/niosh/docs/2011-152/,,2011-152,,,
Apr 2011,"NIOSH Skin Notation Profiles: Methyl Cellosolve","",https://www.cdc.gov/niosh/docs/2011-151/,,2011-151,,,
Apr 2011,"NIOSH Skin Notation Profiles: Sodium Hydroxide (NaOH)","",https://www.cdc.gov/niosh/docs/2011-150/,,2011-150,,,
Apr 2011,"NIOSH Skin Notation Profiles: Glutaraldehyde","",https://www.cdc.gov/niosh/docs/2011-149/,,2011-149,,,
Apr 2011,"NIOSH Skin Notation Profiles: Nonane","",https://www.cdc.gov/niosh/docs/2011-148/,,2011-148,,,
Apr 2011,"NIOSH Skin Notation Profiles: Nitroglycerin","",https://www.cdc.gov/niosh/docs/2011-147/,,2011-147,,,
Apr 2011,"NIOSH Skin Notation Profiles: Hydrazine","",https://www.cdc.gov/niosh/docs/2011-146/,,2011-146,,,
Apr 2011,"NIOSH Skin Notation Profiles: Formaldehyde/Formalin","",https://www.cdc.gov/niosh/docs/2011-145/,,2011-145,,,
Apr 2011,"NIOSH Skin Notation Profiles: Bisphenol A (BPA)","",https://www.cdc.gov/niosh/docs/2011-144/,,2011-144,PB2011-108-678,,
Apr 2011,"NIOSH Skin Notation Profiles: Ethylene Glycol Dinitrate (EGDN)","",https://www.cdc.gov/niosh/docs/2011-143/,,2011-143,,,
Apr 2011,"NIOSH Skin Notation Profiles: Epichlorohydrin","",https://www.cdc.gov/niosh/docs/2011-142/,,2011-142,,,
Apr 2011,"NIOSH Skin Notation Profiles: Dinitrobenzene (DNB)","",https://www.cdc.gov/niosh/docs/2011-141/,,2011-141,,,
Apr 2011,"NIOSH Skin Notation Profiles: Acrylonitrile","",https://www.cdc.gov/niosh/docs/2011-140/,,2011-140,,,
Apr 2011,"NIOSH Skin Notation Profiles: Acrylamide","",https://www.cdc.gov/niosh/docs/2011-139/,,2011-139,,,
Apr 2011,"NIOSH Skin Notation Profiles: Dinitrotoluene; 2,4-Dinitrotoluene (2,4-DNT) 2,6-Dinitrotoluene (2,6-DNT)","",https://www.cdc.gov/niosh/docs/2011-138/,,2011-138,,,
Apr 2011,"NIOSH Skin Notation Profiles: Hydrogen Flouride / Hydrofluoric Acid (HF)","",https://www.cdc.gov/niosh/docs/2011-137/,,2011-137,,,
Apr 2011,"NIOSH Skin Notation Profiles: Phenol","",https://www.cdc.gov/niosh/docs/2011-136/,,2011-136,PB2011-109-732,,
Mar 2011,"Coal and metal/nonmetal mining facts - 2008","",https://www.cdc.gov/niosh/mining/works/coversheet1426.html,,2011-170,,,Mining
Mar 2011,"Noncoal Contractor Mining Facts - 2008","",https://www.cdc.gov/niosh/mining/works/coversheet508.html,,2011-169,,,Mining
Mar 2011,"Coal Contractor Mining Facts - 2008","",https://www.cdc.gov/niosh/mining/works/coversheet1046.html,,2011-168,,,Mining
Mar 2011,"Sand and Gravel Operator Mining Facts - 2008","",https://www.cdc.gov/niosh/mining/works/coversheet1284.html,,2011-167,,,Mining
Mar 2011,"Stone Operator Mining Facts - 2008","",https://www.cdc.gov/niosh/mining/works/coversheet34.html,,2011-166,,,Mining
Mar 2011,"Nonmetal Operator Mining Facts - 2008","",https://www.cdc.gov/niosh/mining/works/coversheet307.html,,2011-165,,,Mining
Mar 2011,"Metal Operator Mining Facts - 2008","",https://www.cdc.gov/niosh/mining/works/coversheet1267.html,,2011-164,,,Mining
Mar 2011,"Coal Operator Mining Facts - 2008","",https://www.cdc.gov/niosh/mining/works/coversheet1650.html,,2011-163,,,Mining
Mar 2011,"Underground Surface Mining Facts - 2008","",https://www.cdc.gov/niosh/mining/works/coversheet1622.html,,2011-162,,,Mining
Mar 2011,"Mining Facts - 2008","",https://www.cdc.gov/niosh/mining/works/coversheet290.html,,2011-161,,,Mining
Mar 2011,"Current Intelligence Bulletin 62: Asbestos Fibers and Other Elongate Mineral Particles: State of the Science and Roadmap for Research","",https://www.cdc.gov/niosh/docs/2011-159/,,2011-159,,,CIB
Mar 2011,"Get Valid Spirometry Results EVERY Time","",https://www.cdc.gov/niosh/docs/2011-135/,https://www.cdc.gov/spanish/niosh/docs/2011-135_sp/,2011-135,,,
Mar 2011,"OSHA-NIOSH Info Sheet: Maximize Your Spirometry Screening and Surveillance Resources","",https://www.cdc.gov/niosh/docs/2011-133/,https://www.cdc.gov/spanish/niosh/docs/2011-133_sp/,2011-133,,,
Mar 2011,"OSHA - NIOSH Worker Info: Protect Yourself-Spirometry Breathing Test","",https://www.cdc.gov/niosh/docs/2011-132/,https://www.cdc.gov/spanish/niosh/docs/2011-132_sp/,2011-132,,,
Mar 2011,"Guidelines for Children&#39;s Agricultural Tasks","",https://www.cdc.gov/niosh/docs/2011-129/,,2011-129,,,Impact
Mar 2011,"Man Overboard: Prevention and Recovery","",https://www.cdc.gov/niosh/docs/2011-126d/,,2011-126d,,,
Feb 2011,"The Economic Burden of Occupational Fatal Injuries to Civilian Workers in the United States Based on the Census of Fatal Occupational Injuries, 1992-2002","",https://www.cdc.gov/niosh/docs/2011-130/,,2011-130,PB2011-107481,,
Feb 2011,"Preventing Sensitization and Disease from Beryllium Exposure","",https://www.cdc.gov/niosh/docs/2011-107/,https://www.cdc.gov/spanish/niosh/docs/2011-107_sp/,2011-107,PB2011-107478,,Alert
Jan 2011,"Safety and Health in Law Enforcement","",https://www.cdc.gov/niosh/docs/2011-134/,https://www.cdc.gov/spanish/niosh/docs/2011-134_sp/,2011-134,,,
Jan 2011,"Evaluation of Face Dust Concentrations at Mines Using Deep-Cutting Practices","",https://www.cdc.gov/niosh/mining/works/coversheet1021.html,,2011-131,PB2011-107479,RI 9680,Mining
Dec 2010,"NIOSH Alert: Preventing Injuries and Deaths from Skid-Steer Loaders","Supersedes 98-117",https://www.cdc.gov/niosh/docs/2011-128/,https://www.cdc.gov/spanish/niosh/docs/2011-128_sp/,2011-128,PB2011-103-914,,Alert
Dec 2010,"Preventing Death and Injuries of Fire Fighters Operating Modified Excess/Surplus Vehicles","",https://www.cdc.gov/niosh/docs/wp-solutions/2011-125/,https://www.cdc.gov/spanish/niosh/docs/wp-solutions/2011-125_sp/,2011-125,PB2011-103-877,,Workplace Solutions
Dec 2010,"Slip, Trip, and Fall Prevention for Healthcare Workers","",https://www.cdc.gov/niosh/docs/2011-123/,https://www.cdc.gov/spanish/niosh/docs/2011-123_sp/,2011-123,PB2011-103-913,,
Dec 2010,"Fire Fighter Fatality Investigation and Prevention Program - Selected Investigation Reports","",https://www.cdc.gov/niosh/docs/2011-122/,,2011-122,PB2011-109-746,,
Nov 2010,"Prevention Through Design: Plan for the National Initiative","",https://www.cdc.gov/niosh/docs/2011-121/,,2011-121,PB2011-102-676,,
Nov 2010,"Move It! Rig Move Safety for Roughnecks","",https://www.cdc.gov/niosh/docs/video/2011-108d/,,2011-108d,,,
Nov 2010,"Fatal Occupational Injuries in the U.S. Commercial Fishing Industry:<br /><em>Risk Factors and Recommendations</em><br />Gulf of Mexico Region","",https://www.cdc.gov/niosh/docs/2011-106/,,2011-106,PB2011-102-738,,
Nov 2010,"Fatal Occupational Injuries in the U.S. Commercial Fishing Industry: <br /><em>Risk Factors and Recommendations</em><br />East Coast Region","",https://www.cdc.gov/niosh/docs/2011-105/,,2011-105,PB2011-102-734,,
Nov 2010,"Fatal Occupational Injuries in the U.S. Commercial Fishing Industry: <br /><em>Risk Factors and Recommendations</em><br />West Coast Region","",https://www.cdc.gov/niosh/docs/2011-104/,,2011-104,PB2011-103-850,,
Nov 2010,"Fatal Occupational Injuries in the U.S. Commercial Fishing Industry: <br /><em>Risk Factors and Recommendations</em><br />Alaska Region","",https://www.cdc.gov/niosh/docs/2011-103/,,2011-103,PB2011-102-733,,
Nov 2010,"CAP the Noise to Save your Hearing!","",https://www.cdc.gov/niosh/mining/works/coversheet1703.html,,2011-102,,,Mining
Oct 2010,"Emergency Escape &amp; Refuge Alternatives Instructor Guide and Lesson Plan","",https://www.cdc.gov/niosh/mining/works/coversheet366.html,,2011-101,PB2011-104-492,IC 9525,Mining
Oct 2010,"How to Operate a Refuge Chamber: A Quick Start Guide","",https://www.cdc.gov/niosh/mining/works/coversheet1695.html,,2011-100,PB2011-103-876,IC 9524,Mining
Oct 2010,"NIOSH Researchers Partner with Equipment Manufacturers and Standards Committees to Protect Workers from Falls","",https://www.cdc.gov/niosh/docs/2010-166/,,2010-166,,,Impact
Oct 2010,"An Age-Related Training Tool Developed by NIOSH Researchers Raises Awareness about Workplace Accommodations","",https://www.cdc.gov/niosh/docs/2010-165/,,2010-165,,,Impact
Oct 2010,"NIOSH Research Leads to a Reduction in Safety Hazards Among Ambulance Service Workers and EMS Responders","",https://www.cdc.gov/niosh/docs/2010-164/,,2010-164,,,Impact
Oct 2010,"NIOSH Research Demonstrates the Effectiveness of No-Nose Bicycle Seats in Reducing Groin Pressure and Improving Sexual Health","",https://www.cdc.gov/niosh/docs/2010-163/,,2010-163,,,Impact
Oct 2010,"NIOSH Researchers Partner with a University and Make the Business Case for Workplace Safety and Health","",https://www.cdc.gov/niosh/docs/2010-162/,,2010-162,,,Impact
Oct 2010,"NIOSH Research Recommendations are Incorporated into National Standards to Enhance Protection for EMS Responders","",https://www.cdc.gov/niosh/docs/2010-161/,,2010-161,,,Impact
Oct 2010,"NIOSH Researchers Developed a Novel Training Tool that Simulates the Effects of Noise Exposure on Hearing Loss","",https://www.cdc.gov/niosh/docs/2010-160/,,2010-160,,,Impact
Oct 2010,"NIOSH Research Finds that Hydrostatic Testing of Mine Seals can be a Timely and Cost-Effective Alternative to Full-Scale Explosions","",https://www.cdc.gov/niosh/docs/2010-159/,,2010-159,,,Impact
Oct 2010,"NIOSH Research Methods Demonstrate that Breathing Nanoparticles May Result in Damaging Health Effects","",https://www.cdc.gov/niosh/docs/2010-158/,,2010-158,,,Impact
Oct 2010,"NIOSH Researchers Develop an Improved Method of Studying Mice","",https://www.cdc.gov/niosh/docs/2010-157/,,2010-157,,,Impact
Oct 2010,"NIOSH Engineering Controls Research Shows Promise in Reducing Noise Exposure Among Mine Workers","",https://www.cdc.gov/niosh/docs/2010-156/,,2010-156,,,Impact
Sep 2010,"NIOSH Pocket Guide to Chemical Hazards CD ROM","The most recent version of the NPG is available at <a href=/niosh/npg/>www.cdc.gov/niosh/npg/</a>",https://www.cdc.gov/niosh/docs/2010-168c/,,2010-168c,,,
Sep 2010,"NIOSH List of Antineoplastic and Other Hazardous Drugs in Healthcare Settings 2010","",https://www.cdc.gov/niosh/docs/2010-167/,https://www.cdc.gov/spanish/niosh/docs/2010-167_sp/,2010-167,PB2011-100-009,,
Aug 2010,"Managing Your Stress: Tips for Deepwater Horizon Response and Volunteer Workers","",https://www.cdc.gov/niosh/docs/2010-155/,,2010-155,,,
Aug 2010,"Fire Fighter Fatality Investigation and Prevention Program: Compilation of Line-of-Duty Injury and Death Investigation Reports and Publications","CD-ROM",https://www.cdc.gov/niosh/docs/2010-154c/,,2010-154C,,,
Aug 2010,"Talking Safety - Teaching Young Workers About Job Safety and Health","Originally published September 2007",https://www.cdc.gov/niosh/talkingsafety/,,2007-136,,,
Jul 2010,"NIOSH Alert: Preventing Deaths and Injuries of Fire Fighters using Risk Management Principles at Structure Fires","",https://www.cdc.gov/niosh/docs/2010-153/,https://www.cdc.gov/spanish/niosh/docs/2010-153_sp/,2010-153,PB2010-112-497,,Alert
Jun 2010,"Safe Handling of Hazardous Drugs for Veterinary Healthcare Workers","",https://www.cdc.gov/niosh/docs/wp-solutions/2010-150/,https://www.cdc.gov/spanish/niosh/docs/wp-solutions/2010-150_sp/,2010-150,PB2010-111-692,,Workplace Solutions
May 2010,"Use of Workers&#39; Compensation Data for Occupational Injury &amp; Illness Prevention","Revised August 2010",https://www.cdc.gov/niosh/docs/2010-152/,,2010-152,PB2010-113-192,,
May 2010,"Recommendations for a New Rock Dusting Standard to Prevent Coal Dust Explosions in Intake Airways","",https://www.cdc.gov/niosh/mining/works/coversheet1326.html,,2010-151,PB2010-110-565,RI 9679,Mining
May 2010,"Catastrophic Incidents in Manufacturing","",https://www.cdc.gov/niosh/docs/2010-149/,https://www.cdc.gov/spanish/niosh/docs/2010-149_sp/,2010-149,PB2010-110-564,,
May 2010,"Occupational Emerging Risks","",https://www.cdc.gov/niosh/docs/2010-148/,https://www.cdc.gov/spanish/niosh/docs/2010-148_sp/,2010-148,PB2010-110-529,,
May 2010,"Small Businesses in Manufacturing","",https://www.cdc.gov/niosh/docs/2010-147/,https://www.cdc.gov/spanish/niosh/docs/2010-147_sp/,2010-147,PB2010-110-563,,
May 2010,"Health Disparities in Manufacturing","",https://www.cdc.gov/niosh/docs/2010-146/,https://www.cdc.gov/spanish/niosh/docs/2010-146_sp/,2010-146,PB2010-110-562,,
May 2010,"Work-Related Cancer","",https://www.cdc.gov/niosh/docs/2010-145/,https://www.cdc.gov/spanish/niosh/docs/2010-145_sp/,2010-145,PB2010-110-561,,
May 2010,"Work-Related Respiratory Diseases","",https://www.cdc.gov/niosh/docs/2010-144/,https://www.cdc.gov/spanish/niosh/docs/2010-144_sp/,2010-144,PB2010-110-528,,
May 2010,"Occupational Injuries &amp; Fatalities Due To Falls","",https://www.cdc.gov/niosh/docs/2010-143/,https://www.cdc.gov/spanish/niosh/docs/2010-143_sp/,2010-143,PB2010-109-326,,
May 2010,"Injuries &amp; Fatalities From Contact with Objects","",https://www.cdc.gov/niosh/docs/2010-142/,https://www.cdc.gov/spanish/niosh/docs/2010-142_sp/,2010-142,PB2010-109-325,,
May 2010,"Best Practices for Dust Control in Metal/Nonmetal Mining","",https://www.cdc.gov/niosh/mining/works/coversheet192.html,,2010-132,PB2010-111-754,IC 9521,Mining
Apr 2010,"Guidelines for the Control and Monitoring of Methane Gas on Continuous Mining Operations","",https://www.cdc.gov/niosh/mining/works/coversheet7.html,,2010-141,PB2010-111-755,IC 9523,Mining
Apr 2010,"Preventing Exposures to Bloodborne Pathogens among Paramedics","",https://www.cdc.gov/niosh/docs/wp-solutions/2010-139/,https://www.cdc.gov/spanish/niosh/docs/wp-solutions/2010-139_sp/,2010-139,PB2010-108-336,,Workplace Solutions
Apr 2010,"NIOSH Bibliography of Communication and Research Products 2009","",https://www.cdc.gov/niosh/docs/2010-135/,,2010-135,PB2010-108-335,,
Apr 2010,"NIOSH Fast Facts: Protecting Yourself from Ticks and Mosquitoes","",https://www.cdc.gov/niosh/docs/2010-119/,https://www.cdc.gov/spanish/niosh/docs/2010-119_sp/,2010-119,PB2010-109-329,,Fact Sheet
Apr 2010,"NIOSH Fast Facts: Protecting Yourself from Poisonous Plants","",https://www.cdc.gov/niosh/docs/2010-118/,https://www.cdc.gov/spanish/niosh/docs/2010-118_sp/,2010-118,PB2010-109-329,,Fact Sheet
Apr 2010,"NIOSH Fast Facts: Protecting Yourself from Stinging Insects","",https://www.cdc.gov/niosh/docs/2010-117/,https://www.cdc.gov/spanish/niosh/docs/2010-117_sp/,2010-117,PB2010-109-329,,Fact Sheet
Apr 2010,"NIOSH Fast Facts: Protecting Yourself from Sun Exposure","",https://www.cdc.gov/niosh/docs/2010-116/,https://www.cdc.gov/spanish/niosh/docs/2010-116_sp/,2010-116,PB2010-109-329,,Fact Sheet
Apr 2010,"NIOSH Fast Facts: Protecting Yourself from Cold Stress","",https://www.cdc.gov/niosh/docs/2010-115/,https://www.cdc.gov/spanish/niosh/docs/2010-115_sp/,2010-115,PB2010-109-329,,Fact Sheet
Apr 2010,"NIOSH Fast Facts: Protecting Yourself from Heat Stress","",https://www.cdc.gov/niosh/docs/2010-114/,https://www.cdc.gov/spanish/niosh/docs/2010-114_sp/,2010-114,PB2010-109-329,,Fact Sheet
Mar 2010,"Reducing Illnesses at Indoor Waterparks","",https://www.cdc.gov/niosh/docs/wp-solutions/2010-138/,https://www.cdc.gov/spanish/niosh/docs/wp-solutions/2010-138_sp/,2010-138,PB2010-107521,,Workplace Solutions
Mar 2010,"Worker Safety on the Farm","",https://www.cdc.gov/niosh/docs/2010-137/,https://www.cdc.gov/spanish/niosh/docs/2010-137_sp/,2010-137,PB2010-110-607,,
Mar 2010,"Occupationally-Induced Hearing Loss","",https://www.cdc.gov/niosh/docs/2010-136/,https://www.cdc.gov/spanish/niosh/docs/2010-136_sp/,2010-136,PB2010-107520,,
Mar 2010,"Musculoskeletal Disorders in Manufacturing","",https://www.cdc.gov/niosh/docs/2010-129/,https://www.cdc.gov/spanish/niosh/docs/2010-129_sp/,2010-129,PB2010-107518,,
Mar 2010,"Safe Patient Handling and Movement","",https://www.cdc.gov/niosh/docs/2009-127/,,2009-127,PB2011-111-458,,
Feb 2010,"How to Properly Put on and Take off a Disposable Respirator (poster)","",https://www.cdc.gov/niosh/docs/2010-133/,https://www.cdc.gov/spanish/niosh/docs/2010-133_sp/,2010-133,,,
Feb 2010,"How to Properly Put on and Take off a Disposable Respirator","",https://www.cdc.gov/niosh/docs/2010-131/,,2010-131,,,
Feb 2010,"One Hundred Years of Federal Mining Safety and Health Research","",https://www.cdc.gov/niosh/mining/works/coversheet1143.html,,2010-128,PB2010-107-335,IC 9520,Mining
Feb 2010,"Mine Roof Bolting Machine Safety: Investigation of Roof Bolter Boom Swing Velocity","",https://www.cdc.gov/niosh/mining/works/coversheet911.html,,2010-126,PB2010-109-414,IC 9519,Mining
Jan 2010,"NIOSH Field Effort to Assess Chemical Exposure Risks to Gas and Oil Workers","",https://www.cdc.gov/niosh/docs/2010-130/,https://www.cdc.gov/spanish/niosh/docs/2010-130_sp/,2010-130,PB2010-107519,,
Jan 2010,"A Systematic Review of the Effectiveness of Training and Education for the Protection of Workers","",https://www.cdc.gov/niosh/docs/2010-127/,,2010-127,PB2010-107-337,,
Jan 2010,"NIOSH Hazard Review: Occupational Hazards in Home Healthcare","",https://www.cdc.gov/niosh/docs/2010-125/,,2010-125,PB2010-105-868,,
Jan 2010,"Delivering on the Nation&#39;s Investment in Worker Safety and Health","Supercedes 2009-144",https://www.cdc.gov/niosh/docs/2010-122/,,2010-122,PB2010-105-039,,
Jan 2010,"Reducing Exposure to Lead and Noise at Indoor Firing Ranges","",https://www.cdc.gov/niosh/docs/wp-solutions/2010-113/,https://www.cdc.gov/spanish/niosh/docs/wp-solutions/2010-113_sp/,2010-113,,,Workplace Solutions
Jan 2010,"Best Practices for Dust Control in Coal Mining","",https://www.cdc.gov/niosh/mining/works/coversheet861.html,,2010-110,PB2010-105-900,IC 9517,Mining
2010,"MultiVapor version 2.2.3. Application - valid through December 31, 2011 (CD-ROM)","Supersedes 2007-129c",https://www.cdc.gov/niosh/npptl/multivapor/multivapor.html,,2010-124c,,,
Dec 2009,"Identifying The Benefits Of Engineering Noise Controls Through A Business Case","",https://www.cdc.gov/niosh/mining/works/coversheet67.html,,2010-121,,TN 539,Mining
Dec 2009,"Safety &amp; Health in Education &amp; Schools","",https://www.cdc.gov/niosh/docs/2010-120/,https://www.cdc.gov/spanish/niosh/docs/2010-120_sp/,2010-120,PB2010-103-849,,
Dec 2009,"Noise Control in Underground Metal Mining","",https://www.cdc.gov/niosh/mining/works/coversheet1367.html,,2010-111,PB2010-105-901,IC 9518,Mining
Dec 2009,"NIOSH Safety Checklist Program for Schools and Other Safety Databases","",https://www.cdc.gov/niosh/docs/2010-108c/,,2010-108c,,,
Nov 2009,"Acoustic Enclosure to Reduce Noise From Vibrating Screen Mechanism Housings","",https://www.cdc.gov/niosh/mining/works/coversheet26.html,,2010-109,,TN 538,Mining
Nov 2009,"NIOSH Develops New Mine Refuge Chamber Training","",https://www.cdc.gov/niosh/mining/works/coversheet1691.html,,2010-107,,TN 537,Mining
Nov 2009,"Strategic Plan for NIOSH Nanotechnology Research and Guidance","",https://www.cdc.gov/niosh/docs/2010-105/,,2010-105,PB2010-103-848,,
Nov 2009,"Progress Toward Safe Nanotechnology in the Workplace: A Report from the NIOSH Nanotechnology Research Center","",https://www.cdc.gov/niosh/docs/2010-104/,,2010-104,PB2010-103-847,,
Nov 2009,"Reducing Work-Related Musculoskeletal Disorders Among Rodbusters","",https://www.cdc.gov/niosh/docs/wp-solutions/2010-103/,https://www.cdc.gov/spanish/niosh/docs/wp-solutions/2010-103_sp/,2010-103,PB2010-103-902,,Workplace Solutions
